Identifiant_de_l_etablissement;Nom_etablissement;Type_etablissement;Statut_public_prive;Adresse_1;Adresse_2;Adresse_3;Code_postal;Code_commune;Nom_commune;Code_departement;Code_academie;Code_region;Ecole_maternelle;Ecole_elementaire;Voie_generale;Voie_technologique;Voie_professionnelle;Telephone;Fax;Web;Mail;Restauration;Hebergement;ULIS;Apprentissage;Segpa;Section_arts;Section_cinema;Section_theatre;Section_sport;Section_internationale;Section_europeenne;Lycee_Agricole;Lycee_militaire;Lycee_des_metiers;Post_BAC;Appartenance_Education_Prioritaire;GRETA;SIREN_SIRET;Nombre_d_eleves;Fiche_onisep;position;Type_contrat_prive;Libelle_departement;Libelle_academie;Libelle_region;coordX_origine;coordY_origine;epsg_origine;nom_circonscription;latitude;longitude;precision_localisation;date_ouverture;date_maj_ligne;etat;ministere_tutelle;multi_uai;rpi_concentre;rpi_disperse;code_nature;libelle_nature;Code_type_contrat_prive;PIAL;etablissement_mere;type_rattachement_etablissement_mere;code_circonscription;code_zone_animation_pedagogique;libelle_zone_animation_pedagogique;code_bassin_formation;libelle_bassin_formation;Webradio détectée;Indice trouvé;URL de détection
9740598G;Collège de Mille Roches;Collège;Public;94 rue Albany;BP 503;;97440;97409;Saint-André;974;28;04;;;0;0;0;02 62 46 29 22;02 62 46 71 45;https://etab.ac-reunion.fr/clg-mille-roches;ce.9740598g@ac-reunion.fr;1;0;1;0;1;0;0;0;1;0;0;0;0;0;0;REP+;1;19974598500010;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.4980;-20.969430237531494, 55.64962365862333;SANS OBJET;La Réunion;La Réunion;La Réunion;359618.7;7680643.5;EPSG:2975;;-20.969430237531494;55.64962365862333;Numéro de rue;1973-02-19;2025-12-07;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;340;COLLEGE;99;9741324W;;;;974002;BASSIN D'EDUCATION ET DE FORMATION EST;28011;BASSIN D'EDUCATION ET DE FORMATION EST;Non;;
9741387P;Collège Aimé Césaire;Collège;Public;2 rue de la laïcité;;;97427;97404;L'Etang-Salé;974;28;04;;;0;0;0;02 62 71 12 62;02 62 59 35 58;https://etab.ac-reunion.fr/clg-aime-cesaire;ce.9741387P@ac-reunion.fr;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;;0;20000567600024;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.15527;-21.27271370997857, 55.37251870157225;SANS OBJET;La Réunion;La Réunion;La Réunion;331150.1;7646799.7;EPSG:2975;;-21.27271370997857;55.37251870157225;Numéro de rue;2008-01-01;2025-12-07;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;340;COLLEGE;99;9741387P;;;;974005;BASSIN D'EDUCATION ET DE FORMATION SUD-O;28015;BASSIN D'ETUDE ET DE FORMATION SUD;Non;;
9740703W;Collège Cambuston - Claude MAHOUDEAUX;Collège;Public;380 rue Bois Rouge;Cambuston , BP 508;;97440;97409;Saint-André;974;28;04;;;0;0;0;02 62 46 29 31;02 62 46 08 24;https://etab.ac-reunion.fr/clg-cambuston;ce.9740703w@ac-reunion.fr;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;REP+;1;19974703100011;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.15043;-20.928633896464916, 55.64613866718843;SANS OBJET;La Réunion;La Réunion;La Réunion;359218.2;7685156.4;EPSG:2975;;-20.928633896464916;55.64613866718843;Numéro de rue;1976-09-20;2025-12-07;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;340;COLLEGE;99;9740703W;;;;974002;BASSIN D'EDUCATION ET DE FORMATION EST;28011;BASSIN D'EDUCATION ET DE FORMATION EST;Non;;
9740072K;Collège privé La Salle Saint-Michel;Collège;Privé;28Bis rue Monseigneur de Beaumont;CS 81028;;97404;97411;Saint-Denis;974;28;04;;;0;0;0;02 62 90 92 92;02 62 90 92 90;http://www.stmichel.re/;college@stmichel.re;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;;0;31568268200010;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.4979;-20.88340862859763, 55.45675805724154;CONTRAT D'ASSOCIATION TOUTES CLASSES;La Réunion;La Réunion;La Réunion;339473.9;7689985.0;EPSG:2975;;-20.88340862859763;55.45675805724154;Numéro de rue;1967-04-07;2025-12-07;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;340;COLLEGE;30;9740081V;;;;974001;BASSIN D'EDUCATION ET DE FORMATION NORD;28010;BASSIN D'EDUCATION ET DE FORMATION NORD;Non;;
9741237B;Collège de Quartier Français;Collège;Public;12 avenue Raymond Vergès;;;97441;97420;Sainte-Suzanne;974;28;04;;;0;0;0;02 60 58 57 70;02 62 58 57 77;https://etab.ac-reunion.fr/clg-lucet-langenier;ce.9741237b@ac-reunion.fr;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;;0;19974968000013;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.11871;-20.933515260834493, 55.6372204770412;SANS OBJET;La Réunion;La Réunion;La Réunion;358295.3;7684608.2;EPSG:2975;;-20.933515260834493;55.6372204770412;Numéro de rue;1998-09-01;2025-12-07;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;340;COLLEGE;99;9741270M;;;;974002;BASSIN D'EDUCATION ET DE FORMATION EST;28010;BASSIN D'EDUCATION ET DE FORMATION NORD;Non;;
9740078S;Lycée agricole Émile Boyer de la Giroday;Lycée;Public;165 route de Mafate;CS 91037;;97864;97415;Saint-Paul;974;28;04;;;0;1;1;02 62 45 92 92;02 62 45 92 93;https://formaterra.re/;lycee@formaterra.re;0;1;0;1;0;0;0;0;0;0;0;1;0;0;1;;0;19974098600021;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.15548;-20.97136335053882, 55.31537834240181;SANS OBJET;La Réunion;La Réunion;La Réunion;324867.0;7680100.0;EPSG:2975;;-20.97136335053882;55.31537834240181;Numéro de rue;1989-09-01;2025-12-07;OUVERT;AGRICULTURE;0;0;;300;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;99;;;;;;;28003;SAINT-PAUL;Non;;
9740020D;Lycée professionnel Victor Schoelcher;Lycée;Public;14 rue Saint Philippe;BP 36;;97899;97414;Saint-Louis;974;28;04;;;0;0;1;02 62 91 95 95;02 62 26 17 79;https://etab.ac-reunion.fr/lyc-victor-schoelcher;ce.9740020d@ac-reunion.fr;1;1;1;0;0;0;0;0;0;0;1;0;0;0;0;;1;19974020000019;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.15549;-21.289670406870243, 55.40657162287751;SANS OBJET;La Réunion;La Réunion;La Réunion;334702.7;7644958.5;EPSG:2975;;-21.289670406870243;55.40657162287751;Rue;1989-09-01;2025-12-07;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;320;LYCEE PROFESSIONNEL;99;9741189Z;;;;974005;BASSIN D'EDUCATION ET DE FORMATION SUD-O;28015;BASSIN D'ETUDE ET DE FORMATION SUD;Non;;
9740097M;Lycée professionnel agricole Angélo Lauret;Lycée;Public;24 rue Raphael Babet;;;97480;97412;Saint-Joseph;974;28;04;;;0;0;1;02 62 56 50 40;02 62 56 36 81;https://stjoseph.ec2web.fr/lycee-agricole/;lpa.st-joseph@educagri.fr;1;1;0;0;0;0;0;0;0;0;0;1;0;0;1;;0;19974097800010;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.14347;-21.379832719746727, 55.606749484579645;SANS OBJET;La Réunion;La Réunion;La Réunion;355560.1;7635174.0;EPSG:2975;;-21.379832719746727;55.606749484579645;Numéro de rue;1968-12-04;2025-12-07;OUVERT;AGRICULTURE;0;0;;320;LYCEE PROFESSIONNEL;99;;;;;;;28006;SAINT-JOSEPH;Non;;
9740468R;Collège Bory de Saint-Vincent;Collège;Public;15 rue de la Marine;;;97442;97417;Saint-Philippe;974;28;04;;;0;0;0;02 62 37 01 26;02 62 37 10 31;https://etab.ac-reunion.fr/clg-bory-de-saint-vincent;ce.9740468r@ac-reunion.fr;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;0;19974468100016;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.9066;-21.362268094781662, 55.76738453160387;SANS OBJET;La Réunion;La Réunion;La Réunion;372200.1;7637257.5;EPSG:2975;;-21.362268094781662;55.76738453160387;Numéro de rue;1969-10-30;2025-12-07;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;340;COLLEGE;99;9740468R;;;;974006;BASSIN D'EDUCATION ET DE FORMATION SUD-E;28015;BASSIN D'ETUDE ET DE FORMATION SUD;Oui;Mot-clé: webradio;https://etab.ac-reunion.fr/clg-bory-de-saint-vincent
9740575G;Lycée professionnel François de Mahy;Lycée;Public;79 rue Luc Lorion;;;97410;97416;Saint-Pierre;974;28;04;;;0;0;1;02 62 35 75 20;02 62 35 75 25;https://etab.ac-reunion.fr/lyc-francois-de-mahy;ce.9740575g@ac-reunion.fr;1;1;1;1;0;0;0;0;1;0;1;0;0;0;1;;1;19974575300012;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.18400;-21.334686763181168, 55.470930120515355;SANS OBJET;La Réunion;La Réunion;La Réunion;341428.6;7640041.0;EPSG:2975;;-21.334686763181168;55.470930120515355;Numéro de rue;1972-01-21;2025-12-07;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;320;LYCEE PROFESSIONNEL;99;9740576H;;;;974006;BASSIN D'EDUCATION ET DE FORMATION SUD-E;28015;BASSIN D'ETUDE ET DE FORMATION SUD;Oui;Mot-clé: webradio;https://etab.ac-reunion.fr/lyc-francois-de-mahy
9741308D;Lycée professionnel Saint-François-Xavier;Lycée;Privé;2 rue du 8 Mars;Campus Elie;;97420;97407;Le Port;974;28;04;;;0;0;1;02 62 23 53 86;;https://campus-elie.apprentis-auteuil.org;ce.9741308d@ac-reunion.fr;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;43279578900010;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.5309;-20.94204476306425, 55.298266736037995;CONTRAT D'ASSOCIATION TOUTES CLASSES;La Réunion;La Réunion;La Réunion;323053.2;7683327.0;EPSG:2975;;-20.94204476306425;55.298266736037995;Numéro de rue;2000-08-29;2025-12-07;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;320;LYCEE PROFESSIONNEL;30;9740812P;;;;974004;BASSIN D'EDUCATION ET DE FORMATION OUEST;28012;BASSIN D'EDUCATION ET DE FORMATION OUEST;Non;;
9741386N;Collège HEVA - CHEMIN MORIN;Collège;Public;300 chemin Morin;;;97440;97409;Saint-André;974;28;04;;;0;0;0;02 62 92 45 60;02 62 92 45 10;https://etab.ac-reunion.fr/clg-chemin-morin;ce.9741386N@ac-reunion.fr;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;REP;0;20000565000011;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.17969;-20.967961128124884, 55.64595319235297;SANS OBJET;La Réunion;La Réunion;La Réunion;359235.7;7680802.9;EPSG:2975;;-20.967961128124884;55.64595319235297;Numéro de rue;2008-01-01;2025-12-07;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;340;COLLEGE;99;9741324W;;;;974002;BASSIN D'EDUCATION ET DE FORMATION EST;28011;BASSIN D'EDUCATION ET DE FORMATION EST;Non;;
9741263E;Lycée polyvalent Pierre Lagourgue;Lycée;Public;30 Chemin Mazeau;Trois Mares;;97430;97422;Le Tampon;974;28;04;;;1;1;1;02 62 96 49 49;02 62 96 45 05;https://etab.ac-reunion.fr/lyc-pierre-lagourgue;ce.9741263e@ac-reunion.fr;1;1;0;1;0;0;0;0;0;0;1;0;0;0;1;;0;19974985400014;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.4581;-21.25780203100588, 55.50803230542492;SANS OBJET;La Réunion;La Réunion;La Réunion;345196.4;7648589.4;EPSG:2975;;-21.25780203100588;55.50803230542492;Numéro de rue;2004-08-12;2025-12-07;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;306;LYCEE POLYVALENT;99;9740620F;;;;974006;BASSIN D'EDUCATION ET DE FORMATION SUD-E;28015;BASSIN D'ETUDE ET DE FORMATION SUD;Oui;Mot-clé: webradio;https://etab.ac-reunion.fr/lyc-pierre-lagourgue
9740005M;Collège Adrien Cadet;Collège;Public;85 rue du Stade;BP 23;;97425;97401;Les Avirons;974;28;04;;;0;0;0;02 62 38 03 95;02 62 38 14 56;https://etab.ac-reunion.fr/clg-adrien-cadet;ce.9740005M@ac-reunion.fr;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;;0;19974005100016;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.11869;-21.24150613288931, 55.331236278991156;SANS OBJET;La Réunion;La Réunion;La Réunion;326829.7;7650210.0;EPSG:2975;;-21.24150613288931;55.331236278991156;Numéro de rue;1965-11-23;2025-12-07;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;340;COLLEGE;99;9741387P;;;;974005;BASSIN D'EDUCATION ET DE FORMATION SUD-O;28015;BASSIN D'ETUDE ET DE FORMATION SUD;Non;;
9740595D;Collège Jules Reydellet;Collège;Public;107 rue de la République;;;97489;97411;Saint-Denis;974;28;04;;;0;0;0;02 62 40 14 02;02 62 41 43 30;https://etab.ac-reunion.fr/clg-jules-reydellet;ce.9740595d@ac-reunion.fr;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;REP;1;19974595100012;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.14583;-20.883783915109806, 55.446528109049474;SANS OBJET;La Réunion;La Réunion;La Réunion;338410.0;7689933.2;EPSG:2975;;-20.883783915109806;55.446528109049474;Numéro de rue;1973-02-19;2025-12-07;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;340;COLLEGE;99;9740595D;;;;974001;BASSIN D'EDUCATION ET DE FORMATION NORD;28010;BASSIN D'EDUCATION ET DE FORMATION NORD;Non;;
9740921H;Lycée professionnel Isnelle Amelin;Lycée;Public;Rue Marcel Goulette;BP 16;;97438;97418;Sainte-Marie;974;28;04;;;0;0;1;02 62 93 17 00;02 62 53 71 57;https://etab.ac-reunion.fr/lyc-isnelle-amelin;ce.9740921h@ac-reunion.fr;1;1;1;1;0;0;0;0;0;0;1;0;0;0;1;;1;19974921900010;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.12956;-20.902742300465846, 55.52138537707036;SANS OBJET;La Réunion;La Réunion;La Réunion;346217.2;7687908.0;EPSG:2975;;-20.902742300465846;55.52138537707036;Rue;1985-09-01;2025-12-07;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;320;LYCEE PROFESSIONNEL;99;9740921H;;;;974001;BASSIN D'EDUCATION ET DE FORMATION NORD;28010;BASSIN D'EDUCATION ET DE FORMATION NORD;Oui;Mot-clé: webradio;https://etab.ac-reunion.fr/lyc-isnelle-amelin
9741262D;Collège la Chatoire;Collège;Public;2 rue d'Autriche;;;97430;97422;Le Tampon;974;28;04;;;0;0;0;02 62 59 53 41;02 62 59 55 47;https://etab.ac-reunion.fr/clg-la-chatoire;ce.9741262d@ac-reunion.fr;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;;1;19974978900012;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.11629;-21.277561937237078, 55.50528402163899;SANS OBJET;La Réunion;La Réunion;La Réunion;344931.9;7646399.2;EPSG:2975;;-21.277561937237078;55.50528402163899;Numéro de rue;2001-08-20;2025-12-07;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;340;COLLEGE;99;9741581A;;;;974006;BASSIN D'EDUCATION ET DE FORMATION SUD-E;28015;BASSIN D'ETUDE ET DE FORMATION SUD;Non;;
9740002J;Lycée polyvalent Roland Garros;Lycée;Public;Rue Roland Garros;CS 11008;;97831;97422;Le Tampon;974;28;04;;;1;1;1;02 62 57 81 00;02 62 27 94 85;https://etab.ac-reunion.fr/lyc-roland-garros;ce.9740002j@ac-reunion.fr;0;1;0;1;0;1;0;0;0;0;1;0;0;0;1;;1;19974002800014;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.4586;-21.2749718463059, 55.521007467613515;SANS OBJET;La Réunion;La Réunion;La Réunion;346560.7;7646701.3;EPSG:2975;;-21.2749718463059;55.521007467613515;Rue;1965-11-23;2025-12-07;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;306;LYCEE POLYVALENT;99;9741581A;;;;974006;BASSIN D'EDUCATION ET DE FORMATION SUD-E;28015;BASSIN D'ETUDE ET DE FORMATION SUD;Oui;Player youtube.com;https://etab.ac-reunion.fr/lyc-roland-garros/formations/bac-technologique/
9741186W;Lycée polyvalent Paule Pignolet De Fresne Rivière;Lycée;Public;81 rue Georges Brassens;BP 03;;97426;97423;Les Trois-Bassins;974;28;04;;;1;1;1;02 62 24 79 50;02 62 24 84 51;https://etab.ac-reunion.fr/lyc-trois-bassins;ce.9741186w@ac-reunion.fr;1;1;0;0;0;1;0;0;0;0;1;0;0;0;1;;1;19974955700013;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.11443;-21.103460742290228, 55.302130762853096;SANS OBJET;La Réunion;La Réunion;La Réunion;323645.1;7665461.0;EPSG:2975;;-21.103460742290228;55.302130762853096;Numéro de rue;1997-09-01;2025-12-07;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;306;LYCEE POLYVALENT;99;9740035V;;;;974005;BASSIN D'EDUCATION ET DE FORMATION SUD-O;28012;BASSIN D'EDUCATION ET DE FORMATION OUEST;Oui;Player youtube.com;https://etab.ac-reunion.fr/lyc-trois-bassins/premiere-sti2d/
9741231V;Lycée polyvalent Marie Curie;Lycée;Public;81 rue Roger Dijoux;BP 126;;97437;97410;Saint-Benoît;974;28;04;;;1;1;1;02 62 94 46 46;02 62 94 46 60;https://etab.ac-reunion.fr/lyc-marie-curie;ce.9741231V@ac-reunion.fr;1;1;0;1;0;0;0;0;0;0;1;0;0;1;1;;1;20002219200021;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.18468;-21.07940617225745, 55.73946285995142;SANS OBJET;La Réunion;La Réunion;La Réunion;369055.4;7668546.1;EPSG:2975;;-21.07940617225745;55.73946285995142;Numéro de rue;2010-08-11;2025-12-07;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;306;LYCEE POLYVALENT;99;9741233X;;;;;;28011;BASSIN D'EDUCATION ET DE FORMATION EST;Non;;
9740645H;Collège Robert J. ARDON - Montgaillard;Collège;Public;1 rue du stade;;;97487;97411;Saint-Denis;974;28;04;;;0;0;0;02 62 30 08 62;02 62 30 50 79;https://etab.ac-reunion.fr/clg-robert-ardon;ce.9740645h@ac-reunion.fr;1;0;1;0;1;0;0;0;1;0;0;0;0;0;0;REP+;1;19974645400016;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.885;-20.900626115234704, 55.46870789253393;SANS OBJET;La Réunion;La Réunion;La Réunion;340735.3;7688090.9;EPSG:2975;;-20.900626115234704;55.46870789253393;Rue;1975-04-24;2025-12-07;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;340;COLLEGE;99;9740645H;;;;974001;BASSIN D'EDUCATION ET DE FORMATION NORD;28010;BASSIN D'EDUCATION ET DE FORMATION NORD;Non;;
9740909V;Collège Jean Albany;Collège;Public;31 rue Jean Albany;;;97419;97408;La Possession;974;28;04;;;0;0;0;02 62 44 86 20;02 62 44 86 23;https://etab.ac-reunion.fr/clg-jean-albany;ce.9740909v@ac-reunion.fr;1;0;1;0;1;0;0;0;1;0;0;0;0;0;0;;0;19974909400017;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.14086;-20.959882386520377, 55.33502041197544;SANS OBJET;La Réunion;La Réunion;La Réunion;326896.2;7681392.4;EPSG:2975;;-20.959882386520377;55.33502041197544;Numéro de rue;1984-09-01;2025-12-07;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;340;COLLEGE;99;9740084Y;;;;974004;BASSIN D'EDUCATION ET DE FORMATION OUEST;28012;BASSIN D'EDUCATION ET DE FORMATION OUEST;Non;;
9741051Z;Lycée polyvalent Paul Moreau;Lycée;Public;51 chemin Bras Panon;BP 67;;97412;97402;Bras-Panon;974;28;04;;;1;1;1;02 62 51 61 61;02 62 51 51 34;https://etab.ac-reunion.fr/lyc-paul-moreau;ce.9741051z@ac-reunion.fr;1;1;1;0;0;0;0;0;0;0;1;0;0;0;1;;1;19974105900018;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.4943;-21.00227980322187, 55.68271030606689;SANS OBJET;La Réunion;La Réunion;La Réunion;363088.7;7677035.9;EPSG:2975;;-21.00227980322187;55.68271030606689;Numéro de rue;1995-09-05;2025-12-07;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;306;LYCEE POLYVALENT;99;9740046G;;;;974002;BASSIN D'EDUCATION ET DE FORMATION EST;28011;BASSIN D'EDUCATION ET DE FORMATION EST;Oui;Player youtube.com;https://etab.ac-reunion.fr/lyc-paul-moreau/nos_formations/les-formations-generales-et-technologiques/
9740812P;Collège l'Oasis;Collège;Public;1 avenue Lénine;BP 216;;97825;97407;Le Port;974;28;04;;;0;0;0;02 62 42 05 34;02 62 43 01 45;https://etab.ac-reunion.fr/clg-oasis;ce.9740812p@ac-reunion.fr;1;0;1;0;1;0;0;0;1;1;0;0;0;0;0;REP+;0;19974812000011;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.15044;-20.94292439280603, 55.29997213425819;SANS OBJET;La Réunion;La Réunion;La Réunion;323231.6;7683231.5;EPSG:2975;;-20.94292439280603;55.29997213425819;Numéro de rue;1980-09-01;2025-12-07;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;340;COLLEGE;99;9740812P;;;;974004;BASSIN D'EDUCATION ET DE FORMATION OUEST;28012;BASSIN D'EDUCATION ET DE FORMATION OUEST;Erreur;Timeout;
9741230U;Lycée polyvalent de Vincendo;Lycée;Public;10 route de la Marine;Vincendo;;97480;97412;Saint-Joseph;974;28;04;;;1;1;1;02 62 37 39 60;02 62 37 24 54;https://etab.ac-reunion.fr/lyc-vincendo;ce.9741230u@ac-reunion.fr;1;1;0;0;0;0;0;0;0;0;1;0;0;0;1;;1;19974973000016;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.1010;-21.37716118427492, 55.668217284211885;SANS OBJET;La Réunion;La Réunion;La Réunion;361930.9;7635525.0;EPSG:2975;;-21.37716118427492;55.668217284211885;Numéro de rue;1999-06-29;2025-12-07;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;306;LYCEE POLYVALENT;99;9740468R;;;;974006;BASSIN D'EDUCATION ET DE FORMATION SUD-E;28015;BASSIN D'ETUDE ET DE FORMATION SUD;Oui;Player youtube.com;https://etab.ac-reunion.fr/lyc-vincendo/2022/05/03/reportage-sur-le-lycee-de-vincendo/
9740042C;Collège de la Montagne;Collège;Public;51 chemin du Colorado;;;97417;97411;Saint-Denis;974;28;04;;;0;0;0;02 62 23 60 66;02 62 23 87 34;https://etab.ac-reunion.fr/clg-la-montagne;ce.9740042c@ac-reunion.fr;1;0;1;0;1;0;0;0;1;0;0;0;0;0;0;;0;19974042400015;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.889;-20.893340132831486, 55.422455336711415;SANS OBJET;La Réunion;La Réunion;La Réunion;335915.9;7688850.9;EPSG:2975;;-20.893340132831486;55.422455336711415;Rue;1965-11-24;2025-12-07;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;340;COLLEGE;99;9740595D;;;;974001;BASSIN D'EDUCATION ET DE FORMATION NORD;28010;BASSIN D'EDUCATION ET DE FORMATION NORD;Oui;Player youtube.com;https://etab.ac-reunion.fr/clg-la-montagne/balado/
9740813R;Collège Simon Lucas;Collège;Public;25 rue du stade;;;97427;97404;L'Etang-Salé;974;28;04;;;0;0;0;02 62 26 30 08;02 62 26 36 43;https://etab.ac-reunion.fr/clg-simon-lucas;ce.9740813r@ac-reunion.fr;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;0;19974813800013;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.888;-21.265075687120344, 55.37130275936843;SANS OBJET;La Réunion;La Réunion;La Réunion;331015.2;7647644.0;EPSG:2975;;-21.265075687120344;55.37130275936843;Numéro de rue;1980-09-01;2025-12-07;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;340;COLLEGE;99;9741387P;;;;974005;BASSIN D'EDUCATION ET DE FORMATION SUD-O;28015;BASSIN D'ETUDE ET DE FORMATION SUD;Non;;
9741048W;Collège Pointe des Châteaux;Collège;Public;48 rue Georges Pompidou;;;97436;97413;Saint-Leu;974;28;04;;;0;0;0;02 62 34 88 56;02 62 34 82 73;https://etab.ac-reunion.fr/clg-pointe-des-chateaux;ce.9741048w@ac-reunion.fr;1;0;1;0;1;0;0;0;1;0;0;0;0;0;0;;1;19974104200022;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.4945;-21.146162739646726, 55.27600753620432;SANS OBJET;La Réunion;La Réunion;La Réunion;320982.4;7660704.2;EPSG:2975;;-21.146162739646726;55.27600753620432;Numéro de rue;1994-09-01;2025-12-07;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;340;COLLEGE;99;9740546A;;;;974005;BASSIN D'EDUCATION ET DE FORMATION SUD-O;28012;BASSIN D'EDUCATION ET DE FORMATION OUEST;Non;;
9741182S;Lycée polyvalent Jean Joly;Lycée;Public;2 chemin la Ouette;;;97421;97414;Saint-Louis;974;28;04;;;1;1;1;02 62 39 75 00;02 62 39 75 59;https://etab.ac-reunion.fr/lyc-jean-joly;ce.9741182s@ac-reunion.fr;1;1;0;1;0;1;0;0;0;0;1;0;0;0;1;;1;19974118200026;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.4825;-21.27167607018354, 55.43672628275461;SANS OBJET;La Réunion;La Réunion;La Réunion;337811.7;7646981.9;EPSG:2975;;-21.27167607018354;55.43672628275461;Numéro de rue;1995-09-01;2025-12-07;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;306;LYCEE POLYVALENT;99;9740011U;;;;974005;BASSIN D'EDUCATION ET DE FORMATION SUD-O;28015;BASSIN D'ETUDE ET DE FORMATION SUD;Oui;Player youtube.com;https://etab.ac-reunion.fr/lyc-jean-joly/que-faire-apres-la-3eme/
9740082W;Lycée professionnel Julien de Rontaunay;Lycée;Public;Cité scolaire du Butor;BP 155;;97492;97411;Saint-Denis;974;28;04;;;0;0;1;02 62 90 90 30;02 62 20 12 98;https://etab.ac-reunion.fr/lyc-rontaunay;ce.9740082w@ac-reunion.fr;1;1;1;0;0;0;0;0;1;0;1;0;0;0;1;;1;19974082000014;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.8669;-20.888811388662027, 55.47031958400322;SANS OBJET;La Réunion;La Réunion;La Réunion;340890.5;7689400.4;EPSG:2975;;-20.888811388662027;55.47031958400322;Numéro de rue;1968-07-25;2025-12-07;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;320;LYCEE PROFESSIONNEL;99;9740081V;;;;974001;BASSIN D'EDUCATION ET DE FORMATION NORD;28010;BASSIN D'EDUCATION ET DE FORMATION NORD;Oui;Player youtube.com;https://etab.ac-reunion.fr/lyc-rontaunay/mention-complementaire-animation-gestion-de-projets-dans-le-secteur-sportif-agss/
